Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
*****************************************
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Namespace(data_path='/media/data/coco2017', weights_path=None, dataset='coco', model='my_fcos_resnet50_fpn', device='cuda', batch_size=2, epochs=26, workers=4, opt='sgd', lr=0.005, momentum=0.9, weight_decay=0.0001, norm_weight_decay=None, lr_scheduler='multisteplr', lr_step_size=8, lr_steps=[16, 22], lr_gamma=0.1, print_freq=20, output_dir='./outputs/FCOS/s3c_s4o_s5g', resume='', start_epoch=0, aspect_ratio_group_factor=3, rpn_score_thresh=None, trainable_backbone_layers=None, data_augmentation='hflip', sync_bn=False, test_only=False, use_deterministic_algorithms=False, world_size=2, dist_url='env://', weights=None, weights_backbone='ResNet50_Weights.IMAGENET1K_V1', amp=True, use_copypaste=False, backend='pil', use_v2=False, rank=0, gpu=0, distributed=True, dist_backend='nccl')
Loading data
root:  /media/data/coco2017
img_folder:  train2017
loading annotations into memory...
Done (t=8.31s)
creating index...
index created!
root:  /media/data/coco2017
img_folder:  val2017
loading annotations into memory...
Done (t=0.21s)
creating index...
index created!
Creating data loaders
Using [0, 0.5, 0.6299605249474365, 0.7937005259840997, 1.0, 1.259921049894873, 1.5874010519681991, 2.0, inf] as bins for aspect ratio quantization
Count of instances per bin: [  104   982 24236  2332  8225 74466  5763  1158]
Creating model
return_layers: {'layer2': '0', 'layer3': '1', 'layer4': '2'}
extra_blocks: LastLevelP6P7(
  (p6): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
  (p7): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
)
Loading weights from ResNet50_Weights.IMAGENET1K_V1
return_layers: {'layer2': '0', 'layer3': '1', 'layer4': '2'}
extra_blocks: LastLevelP6P7(
  (p6): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
  (p7): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
)
Start training
Epoch: [0]  [ 9940/29316]  eta: 1:10:52  lr: 0.005000  loss: 1.4023 (1.5791)  bbox_ctrness: 0.6329 (0.6434)  bbox_regression: 0.3205 (0.3729)  classification: 0.4824 (0.5628)  time: 0.2239  data: 0.0036  max mem: 5464
Epoch: [0]  [ 9960/29316]  eta: 1:10:47  lr: 0.005000  loss: 1.3991 (1.5788)  bbox_ctrness: 0.6330 (0.6434)  bbox_regression: 0.3315 (0.3728)  classification: 0.4526 (0.5626)  time: 0.2201  data: 0.0036  max mem: 5464
Epoch: [0]  [ 9980/29316]  eta: 1:10:43  lr: 0.005000  loss: 1.3757 (1.5784)  bbox_ctrness: 0.6359 (0.6434)  bbox_regression: 0.3089 (0.3726)  classification: 0.4449 (0.5624)  time: 0.2220  data: 0.0035  max mem: 5464
Epoch: [0]  [10000/29316]  eta: 1:10:39  lr: 0.005000  loss: 1.3965 (1.5781)  bbox_ctrness: 0.6329 (0.6434)  bbox_regression: 0.3021 (0.3725)  classification: 0.4548 (0.5623)  time: 0.2203  data: 0.0036  max mem: 5464
Epoch: [0]  [10020/29316]  eta: 1:10:35  lr: 0.005000  loss: 1.4621 (1.5779)  bbox_ctrness: 0.6403 (0.6434)  bbox_regression: 0.3418 (0.3725)  classification: 0.4754 (0.5621)  time: 0.2236  data: 0.0038  max mem: 5464
Epoch: [0]  [10040/29316]  eta: 1:10:30  lr: 0.005000  loss: 1.3471 (1.5774)  bbox_ctrness: 0.6326 (0.6433)  bbox_regression: 0.2802 (0.3723)  classification: 0.4369 (0.5618)  time: 0.2165  data: 0.0035  max mem: 5464
Epoch: [0]  [10060/29316]  eta: 1:10:26  lr: 0.005000  loss: 1.3907 (1.5771)  bbox_ctrness: 0.6350 (0.6433)  bbox_regression: 0.3229 (0.3722)  classification: 0.4263 (0.5616)  time: 0.2182  data: 0.0035  max mem: 5464
Epoch: [0]  [10080/29316]  eta: 1:10:21  lr: 0.005000  loss: 1.4028 (1.5767)  bbox_ctrness: 0.6380 (0.6433)  bbox_regression: 0.3346 (0.3721)  classification: 0.4206 (0.5613)  time: 0.2203  data: 0.0036  max mem: 5464
Epoch: [0]  [10100/29316]  eta: 1:10:17  lr: 0.005000  loss: 1.4074 (1.5764)  bbox_ctrness: 0.6374 (0.6433)  bbox_regression: 0.3083 (0.3720)  classification: 0.4222 (0.5611)  time: 0.2199  data: 0.0037  max mem: 5464
Epoch: [0]  [10120/29316]  eta: 1:10:12  lr: 0.005000  loss: 1.3916 (1.5761)  bbox_ctrness: 0.6327 (0.6433)  bbox_regression: 0.3064 (0.3719)  classification: 0.4453 (0.5609)  time: 0.2198  data: 0.0036  max mem: 5464
Epoch: [0]  [10140/29316]  eta: 1:10:08  lr: 0.005000  loss: 1.4079 (1.5757)  bbox_ctrness: 0.6401 (0.6433)  bbox_regression: 0.3364 (0.3718)  classification: 0.4289 (0.5607)  time: 0.2242  data: 0.0037  max mem: 5464
Epoch: [0]  [10160/29316]  eta: 1:10:04  lr: 0.005000  loss: 1.4061 (1.5754)  bbox_ctrness: 0.6393 (0.6433)  bbox_regression: 0.2999 (0.3717)  classification: 0.4125 (0.5604)  time: 0.2210  data: 0.0038  max mem: 5464
Epoch: [0]  [10180/29316]  eta: 1:10:00  lr: 0.005000  loss: 1.3678 (1.5750)  bbox_ctrness: 0.6385 (0.6432)  bbox_regression: 0.3247 (0.3716)  classification: 0.4144 (0.5602)  time: 0.2197  data: 0.0037  max mem: 5464
Epoch: [0]  [10200/29316]  eta: 1:09:55  lr: 0.005000  loss: 1.3593 (1.5747)  bbox_ctrness: 0.6280 (0.6432)  bbox_regression: 0.3198 (0.3715)  classification: 0.4330 (0.5600)  time: 0.2238  data: 0.0037  max mem: 5464
Epoch: [0]  [10220/29316]  eta: 1:09:51  lr: 0.005000  loss: 1.4909 (1.5745)  bbox_ctrness: 0.6329 (0.6432)  bbox_regression: 0.3187 (0.3714)  classification: 0.5225 (0.5599)  time: 0.2186  data: 0.0035  max mem: 5464
Epoch: [0]  [10240/29316]  eta: 1:09:47  lr: 0.005000  loss: 1.4603 (1.5743)  bbox_ctrness: 0.6358 (0.6432)  bbox_regression: 0.3108 (0.3713)  classification: 0.4974 (0.5598)  time: 0.2208  data: 0.0037  max mem: 5464
Epoch: [0]  [10260/29316]  eta: 1:09:42  lr: 0.005000  loss: 1.4634 (1.5742)  bbox_ctrness: 0.6407 (0.6432)  bbox_regression: 0.3469 (0.3713)  classification: 0.4860 (0.5597)  time: 0.2222  data: 0.0038  max mem: 5464
Epoch: [0]  [10280/29316]  eta: 1:09:38  lr: 0.005000  loss: 1.3973 (1.5739)  bbox_ctrness: 0.6358 (0.6432)  bbox_regression: 0.3138 (0.3712)  classification: 0.4388 (0.5595)  time: 0.2191  data: 0.0038  max mem: 5464
Epoch: [0]  [10300/29316]  eta: 1:09:34  lr: 0.005000  loss: 1.4001 (1.5735)  bbox_ctrness: 0.6335 (0.6432)  bbox_regression: 0.3101 (0.3711)  classification: 0.4504 (0.5592)  time: 0.2210  data: 0.0036  max mem: 5464
Epoch: [0]  [10320/29316]  eta: 1:09:29  lr: 0.005000  loss: 1.4543 (1.5733)  bbox_ctrness: 0.6340 (0.6432)  bbox_regression: 0.3298 (0.3711)  classification: 0.4740 (0.5591)  time: 0.2214  data: 0.0038  max mem: 5464
Epoch: [0]  [10340/29316]  eta: 1:09:25  lr: 0.005000  loss: 1.4090 (1.5730)  bbox_ctrness: 0.6290 (0.6431)  bbox_regression: 0.3159 (0.3710)  classification: 0.4649 (0.5589)  time: 0.2198  data: 0.0038  max mem: 5464
Epoch: [0]  [10360/29316]  eta: 1:09:21  lr: 0.005000  loss: 1.3466 (1.5726)  bbox_ctrness: 0.6349 (0.6431)  bbox_regression: 0.3138 (0.3709)  classification: 0.4390 (0.5587)  time: 0.2228  data: 0.0038  max mem: 5464
Epoch: [0]  [10380/29316]  eta: 1:09:16  lr: 0.005000  loss: 1.4199 (1.5724)  bbox_ctrness: 0.6305 (0.6431)  bbox_regression: 0.3075 (0.3707)  classification: 0.4910 (0.5586)  time: 0.2147  data: 0.0038  max mem: 5464
Epoch: [0]  [10400/29316]  eta: 1:09:12  lr: 0.005000  loss: 1.4232 (1.5721)  bbox_ctrness: 0.6407 (0.6431)  bbox_regression: 0.3097 (0.3706)  classification: 0.4571 (0.5584)  time: 0.2197  data: 0.0038  max mem: 5464
Epoch: [0]  [10420/29316]  eta: 1:09:07  lr: 0.005000  loss: 1.4317 (1.5719)  bbox_ctrness: 0.6341 (0.6431)  bbox_regression: 0.3045 (0.3705)  classification: 0.4718 (0.5583)  time: 0.2210  data: 0.0037  max mem: 5464
Epoch: [0]  [10440/29316]  eta: 1:09:03  lr: 0.005000  loss: 1.3523 (1.5716)  bbox_ctrness: 0.6261 (0.6430)  bbox_regression: 0.3120 (0.3704)  classification: 0.4414 (0.5582)  time: 0.2236  data: 0.0036  max mem: 5464
Epoch: [0]  [10460/29316]  eta: 1:08:58  lr: 0.005000  loss: 1.4326 (1.5714)  bbox_ctrness: 0.6319 (0.6430)  bbox_regression: 0.3183 (0.3703)  classification: 0.4874 (0.5580)  time: 0.2155  data: 0.0037  max mem: 5464
Epoch: [0]  [10480/29316]  eta: 1:08:54  lr: 0.005000  loss: 1.4718 (1.5711)  bbox_ctrness: 0.6337 (0.6430)  bbox_regression: 0.3319 (0.3702)  classification: 0.4671 (0.5579)  time: 0.2232  data: 0.0038  max mem: 5464
Epoch: [0]  [10500/29316]  eta: 1:08:50  lr: 0.005000  loss: 1.3823 (1.5708)  bbox_ctrness: 0.6338 (0.6430)  bbox_regression: 0.3068 (0.3701)  classification: 0.4294 (0.5577)  time: 0.2175  data: 0.0037  max mem: 5464
Epoch: [0]  [10520/29316]  eta: 1:08:45  lr: 0.005000  loss: 1.4465 (1.5706)  bbox_ctrness: 0.6381 (0.6430)  bbox_regression: 0.3295 (0.3701)  classification: 0.4574 (0.5576)  time: 0.2196  data: 0.0038  max mem: 5464
Epoch: [0]  [10540/29316]  eta: 1:08:41  lr: 0.005000  loss: 1.3799 (1.5703)  bbox_ctrness: 0.6391 (0.6430)  bbox_regression: 0.3153 (0.3700)  classification: 0.4338 (0.5573)  time: 0.2180  data: 0.0036  max mem: 5464
Epoch: [0]  [10560/29316]  eta: 1:08:37  lr: 0.005000  loss: 1.3431 (1.5699)  bbox_ctrness: 0.6267 (0.6429)  bbox_regression: 0.2820 (0.3698)  classification: 0.4268 (0.5571)  time: 0.2193  data: 0.0035  max mem: 5464
Epoch: [0]  [10580/29316]  eta: 1:08:32  lr: 0.005000  loss: 1.3370 (1.5695)  bbox_ctrness: 0.6311 (0.6429)  bbox_regression: 0.3016 (0.3697)  classification: 0.3974 (0.5569)  time: 0.2225  data: 0.0035  max mem: 5464
Epoch: [0]  [10600/29316]  eta: 1:08:28  lr: 0.005000  loss: 1.3742 (1.5692)  bbox_ctrness: 0.6291 (0.6429)  bbox_regression: 0.3019 (0.3696)  classification: 0.4299 (0.5567)  time: 0.2201  data: 0.0036  max mem: 5464
Epoch: [0]  [10620/29316]  eta: 1:08:24  lr: 0.005000  loss: 1.4013 (1.5688)  bbox_ctrness: 0.6386 (0.6429)  bbox_regression: 0.3100 (0.3694)  classification: 0.4244 (0.5565)  time: 0.2231  data: 0.0036  max mem: 5464
Epoch: [0]  [10640/29316]  eta: 1:08:19  lr: 0.005000  loss: 1.3829 (1.5686)  bbox_ctrness: 0.6345 (0.6429)  bbox_regression: 0.3294 (0.3694)  classification: 0.4393 (0.5564)  time: 0.2220  data: 0.0037  max mem: 5464
Epoch: [0]  [10660/29316]  eta: 1:08:15  lr: 0.005000  loss: 1.3684 (1.5682)  bbox_ctrness: 0.6286 (0.6429)  bbox_regression: 0.2762 (0.3692)  classification: 0.4503 (0.5562)  time: 0.2181  data: 0.0037  max mem: 5464
Epoch: [0]  [10680/29316]  eta: 1:08:10  lr: 0.005000  loss: 1.3644 (1.5679)  bbox_ctrness: 0.6368 (0.6428)  bbox_regression: 0.3338 (0.3691)  classification: 0.4119 (0.5559)  time: 0.2178  data: 0.0036  max mem: 5464
Epoch: [0]  [10700/29316]  eta: 1:08:06  lr: 0.005000  loss: 1.4028 (1.5676)  bbox_ctrness: 0.6372 (0.6428)  bbox_regression: 0.3249 (0.3690)  classification: 0.4478 (0.5557)  time: 0.2218  data: 0.0037  max mem: 5464
Epoch: [0]  [10720/29316]  eta: 1:08:02  lr: 0.005000  loss: 1.3805 (1.5673)  bbox_ctrness: 0.6386 (0.6428)  bbox_regression: 0.3257 (0.3690)  classification: 0.4511 (0.5555)  time: 0.2178  data: 0.0037  max mem: 5464
Epoch: [0]  [10740/29316]  eta: 1:07:57  lr: 0.005000  loss: 1.3979 (1.5670)  bbox_ctrness: 0.6337 (0.6428)  bbox_regression: 0.3140 (0.3689)  classification: 0.4570 (0.5554)  time: 0.2179  data: 0.0036  max mem: 5464
Epoch: [0]  [10760/29316]  eta: 1:07:53  lr: 0.005000  loss: 1.4146 (1.5668)  bbox_ctrness: 0.6392 (0.6428)  bbox_regression: 0.3087 (0.3688)  classification: 0.4590 (0.5552)  time: 0.2196  data: 0.0037  max mem: 5464
Epoch: [0]  [10780/29316]  eta: 1:07:48  lr: 0.005000  loss: 1.3860 (1.5664)  bbox_ctrness: 0.6272 (0.6428)  bbox_regression: 0.3200 (0.3687)  classification: 0.4167 (0.5550)  time: 0.2211  data: 0.0037  max mem: 5464
Epoch: [0]  [10800/29316]  eta: 1:07:44  lr: 0.005000  loss: 1.3910 (1.5661)  bbox_ctrness: 0.6299 (0.6428)  bbox_regression: 0.2986 (0.3685)  classification: 0.4506 (0.5548)  time: 0.2205  data: 0.0038  max mem: 5464
Epoch: [0]  [10820/29316]  eta: 1:07:40  lr: 0.005000  loss: 1.3767 (1.5658)  bbox_ctrness: 0.6402 (0.6427)  bbox_regression: 0.3168 (0.3685)  classification: 0.4021 (0.5546)  time: 0.2185  data: 0.0038  max mem: 5464
Epoch: [0]  [10840/29316]  eta: 1:07:35  lr: 0.005000  loss: 1.4077 (1.5655)  bbox_ctrness: 0.6264 (0.6427)  bbox_regression: 0.3039 (0.3684)  classification: 0.4525 (0.5544)  time: 0.2164  data: 0.0038  max mem: 5464
Epoch: [0]  [10860/29316]  eta: 1:07:31  lr: 0.005000  loss: 1.3300 (1.5650)  bbox_ctrness: 0.6300 (0.6427)  bbox_regression: 0.2963 (0.3682)  classification: 0.4042 (0.5541)  time: 0.2232  data: 0.0036  max mem: 5464
Epoch: [0]  [10880/29316]  eta: 1:07:26  lr: 0.005000  loss: 1.4149 (1.5647)  bbox_ctrness: 0.6286 (0.6427)  bbox_regression: 0.3132 (0.3681)  classification: 0.4314 (0.5540)  time: 0.2155  data: 0.0035  max mem: 5464
Epoch: [0]  [10900/29316]  eta: 1:07:22  lr: 0.005000  loss: 1.3957 (1.5644)  bbox_ctrness: 0.6290 (0.6427)  bbox_regression: 0.3163 (0.3680)  classification: 0.4569 (0.5537)  time: 0.2170  data: 0.0038  max mem: 5464
Epoch: [0]  [10920/29316]  eta: 1:07:18  lr: 0.005000  loss: 1.4383 (1.5641)  bbox_ctrness: 0.6342 (0.6426)  bbox_regression: 0.3205 (0.3679)  classification: 0.4402 (0.5536)  time: 0.2179  data: 0.0037  max mem: 5464
Epoch: [0]  [10940/29316]  eta: 1:07:13  lr: 0.005000  loss: 1.3881 (1.5639)  bbox_ctrness: 0.6350 (0.6426)  bbox_regression: 0.3074 (0.3678)  classification: 0.4619 (0.5534)  time: 0.2185  data: 0.0038  max mem: 5464
Epoch: [0]  [10960/29316]  eta: 1:07:09  lr: 0.005000  loss: 1.3608 (1.5635)  bbox_ctrness: 0.6349 (0.6426)  bbox_regression: 0.3099 (0.3677)  classification: 0.4304 (0.5532)  time: 0.2202  data: 0.0038  max mem: 5464
Epoch: [0]  [10980/29316]  eta: 1:07:04  lr: 0.005000  loss: 1.3495 (1.5632)  bbox_ctrness: 0.6331 (0.6426)  bbox_regression: 0.3176 (0.3676)  classification: 0.4104 (0.5530)  time: 0.2168  data: 0.0038  max mem: 5464
Epoch: [0]  [11000/29316]  eta: 1:07:00  lr: 0.005000  loss: 1.3792 (1.5629)  bbox_ctrness: 0.6266 (0.6426)  bbox_regression: 0.3083 (0.3675)  classification: 0.4236 (0.5528)  time: 0.2163  data: 0.0040  max mem: 5464
Epoch: [0]  [11020/29316]  eta: 1:06:55  lr: 0.005000  loss: 1.3696 (1.5625)  bbox_ctrness: 0.6351 (0.6426)  bbox_regression: 0.3159 (0.3674)  classification: 0.4353 (0.5525)  time: 0.2167  data: 0.0038  max mem: 5464
Epoch: [0]  [11040/29316]  eta: 1:06:51  lr: 0.005000  loss: 1.3649 (1.5622)  bbox_ctrness: 0.6305 (0.6425)  bbox_regression: 0.3127 (0.3673)  classification: 0.4312 (0.5523)  time: 0.2219  data: 0.0038  max mem: 5464
Epoch: [0]  [11060/29316]  eta: 1:06:47  lr: 0.005000  loss: 1.4590 (1.5621)  bbox_ctrness: 0.6343 (0.6425)  bbox_regression: 0.3551 (0.3673)  classification: 0.4823 (0.5522)  time: 0.2218  data: 0.0039  max mem: 5464
Epoch: [0]  [11080/29316]  eta: 1:06:42  lr: 0.005000  loss: 1.4413 (1.5619)  bbox_ctrness: 0.6416 (0.6425)  bbox_regression: 0.3455 (0.3673)  classification: 0.4696 (0.5521)  time: 0.2235  data: 0.0037  max mem: 5464
Epoch: [0]  [11100/29316]  eta: 1:06:38  lr: 0.005000  loss: 1.3675 (1.5615)  bbox_ctrness: 0.6293 (0.6425)  bbox_regression: 0.3031 (0.3671)  classification: 0.4164 (0.5519)  time: 0.2216  data: 0.0038  max mem: 5464
Epoch: [0]  [11120/29316]  eta: 1:06:34  lr: 0.005000  loss: 1.4180 (1.5613)  bbox_ctrness: 0.6332 (0.6425)  bbox_regression: 0.3243 (0.3671)  classification: 0.4654 (0.5517)  time: 0.2202  data: 0.0038  max mem: 5464
Epoch: [0]  [11140/29316]  eta: 1:06:29  lr: 0.005000  loss: 1.3765 (1.5610)  bbox_ctrness: 0.6318 (0.6425)  bbox_regression: 0.3026 (0.3669)  classification: 0.4434 (0.5516)  time: 0.2207  data: 0.0038  max mem: 5464
Epoch: [0]  [11160/29316]  eta: 1:06:25  lr: 0.005000  loss: 1.3992 (1.5607)  bbox_ctrness: 0.6343 (0.6425)  bbox_regression: 0.3031 (0.3668)  classification: 0.4316 (0.5514)  time: 0.2182  data: 0.0037  max mem: 5464
Epoch: [0]  [11180/29316]  eta: 1:06:20  lr: 0.005000  loss: 1.4007 (1.5604)  bbox_ctrness: 0.6325 (0.6424)  bbox_regression: 0.3169 (0.3667)  classification: 0.4489 (0.5512)  time: 0.2187  data: 0.0036  max mem: 5464
Epoch: [0]  [11200/29316]  eta: 1:06:16  lr: 0.005000  loss: 1.4137 (1.5601)  bbox_ctrness: 0.6323 (0.6424)  bbox_regression: 0.3034 (0.3666)  classification: 0.4502 (0.5511)  time: 0.2189  data: 0.0036  max mem: 5464
Epoch: [0]  [11220/29316]  eta: 1:06:12  lr: 0.005000  loss: 1.4288 (1.5599)  bbox_ctrness: 0.6370 (0.6424)  bbox_regression: 0.3458 (0.3666)  classification: 0.4424 (0.5509)  time: 0.2163  data: 0.0038  max mem: 5464
Epoch: [0]  [11240/29316]  eta: 1:06:07  lr: 0.005000  loss: 1.4252 (1.5596)  bbox_ctrness: 0.6334 (0.6424)  bbox_regression: 0.3252 (0.3665)  classification: 0.4755 (0.5507)  time: 0.2205  data: 0.0038  max mem: 5464
Epoch: [0]  [11260/29316]  eta: 1:06:03  lr: 0.005000  loss: 1.3321 (1.5593)  bbox_ctrness: 0.6320 (0.6424)  bbox_regression: 0.2739 (0.3664)  classification: 0.4358 (0.5505)  time: 0.2188  data: 0.0037  max mem: 5464
Epoch: [0]  [11280/29316]  eta: 1:05:58  lr: 0.005000  loss: 1.4227 (1.5590)  bbox_ctrness: 0.6307 (0.6424)  bbox_regression: 0.3002 (0.3663)  classification: 0.4525 (0.5504)  time: 0.2191  data: 0.0036  max mem: 5464
Epoch: [0]  [11300/29316]  eta: 1:05:54  lr: 0.005000  loss: 1.3431 (1.5587)  bbox_ctrness: 0.6362 (0.6424)  bbox_regression: 0.3203 (0.3662)  classification: 0.4178 (0.5502)  time: 0.2206  data: 0.0037  max mem: 5464
Epoch: [0]  [11320/29316]  eta: 1:05:50  lr: 0.005000  loss: 1.4139 (1.5585)  bbox_ctrness: 0.6347 (0.6423)  bbox_regression: 0.3267 (0.3661)  classification: 0.4470 (0.5500)  time: 0.2201  data: 0.0035  max mem: 5464
Epoch: [0]  [11340/29316]  eta: 1:05:45  lr: 0.005000  loss: 1.4290 (1.5582)  bbox_ctrness: 0.6372 (0.6423)  bbox_regression: 0.3240 (0.3660)  classification: 0.4569 (0.5499)  time: 0.2190  data: 0.0038  max mem: 5464
Epoch: [0]  [11360/29316]  eta: 1:05:41  lr: 0.005000  loss: 1.4157 (1.5580)  bbox_ctrness: 0.6332 (0.6423)  bbox_regression: 0.3014 (0.3660)  classification: 0.4566 (0.5497)  time: 0.2206  data: 0.0038  max mem: 5464
Epoch: [0]  [11380/29316]  eta: 1:05:37  lr: 0.005000  loss: 1.3724 (1.5577)  bbox_ctrness: 0.6296 (0.6423)  bbox_regression: 0.2955 (0.3659)  classification: 0.4297 (0.5495)  time: 0.2221  data: 0.0036  max mem: 5464
Epoch: [0]  [11400/29316]  eta: 1:05:32  lr: 0.005000  loss: 1.3253 (1.5573)  bbox_ctrness: 0.6314 (0.6423)  bbox_regression: 0.3040 (0.3657)  classification: 0.4079 (0.5493)  time: 0.2187  data: 0.0036  max mem: 5464
Epoch: [0]  [11420/29316]  eta: 1:05:28  lr: 0.005000  loss: 1.4546 (1.5571)  bbox_ctrness: 0.6401 (0.6423)  bbox_regression: 0.3354 (0.3657)  classification: 0.4605 (0.5492)  time: 0.2235  data: 0.0038  max mem: 5464
Epoch: [0]  [11440/29316]  eta: 1:05:24  lr: 0.005000  loss: 1.4147 (1.5569)  bbox_ctrness: 0.6366 (0.6423)  bbox_regression: 0.3241 (0.3656)  classification: 0.4338 (0.5490)  time: 0.2192  data: 0.0040  max mem: 5464
Epoch: [0]  [11460/29316]  eta: 1:05:19  lr: 0.005000  loss: 1.4114 (1.5566)  bbox_ctrness: 0.6274 (0.6423)  bbox_regression: 0.3124 (0.3655)  classification: 0.4516 (0.5488)  time: 0.2188  data: 0.0037  max mem: 5464
Epoch: [0]  [11480/29316]  eta: 1:05:15  lr: 0.005000  loss: 1.4143 (1.5563)  bbox_ctrness: 0.6289 (0.6422)  bbox_regression: 0.3110 (0.3654)  classification: 0.4526 (0.5487)  time: 0.2204  data: 0.0035  max mem: 5464
Epoch: [0]  [11500/29316]  eta: 1:05:10  lr: 0.005000  loss: 1.4162 (1.5561)  bbox_ctrness: 0.6391 (0.6422)  bbox_regression: 0.3223 (0.3653)  classification: 0.4590 (0.5485)  time: 0.2186  data: 0.0038  max mem: 5464
Epoch: [0]  [11520/29316]  eta: 1:05:06  lr: 0.005000  loss: 1.3969 (1.5559)  bbox_ctrness: 0.6325 (0.6422)  bbox_regression: 0.3111 (0.3653)  classification: 0.4598 (0.5484)  time: 0.2173  data: 0.0038  max mem: 5464
Epoch: [0]  [11540/29316]  eta: 1:05:01  lr: 0.005000  loss: 1.3755 (1.5556)  bbox_ctrness: 0.6344 (0.6422)  bbox_regression: 0.3271 (0.3652)  classification: 0.4283 (0.5482)  time: 0.2173  data: 0.0038  max mem: 5464
Epoch: [0]  [11560/29316]  eta: 1:04:57  lr: 0.005000  loss: 1.3612 (1.5553)  bbox_ctrness: 0.6350 (0.6422)  bbox_regression: 0.3044 (0.3651)  classification: 0.4067 (0.5480)  time: 0.2192  data: 0.0036  max mem: 5464
Epoch: [0]  [11580/29316]  eta: 1:04:53  lr: 0.005000  loss: 1.3549 (1.5549)  bbox_ctrness: 0.6360 (0.6422)  bbox_regression: 0.3039 (0.3650)  classification: 0.4055 (0.5477)  time: 0.2238  data: 0.0037  max mem: 5464
Epoch: [0]  [11600/29316]  eta: 1:04:49  lr: 0.005000  loss: 1.3945 (1.5547)  bbox_ctrness: 0.6369 (0.6422)  bbox_regression: 0.3240 (0.3650)  classification: 0.4408 (0.5476)  time: 0.2246  data: 0.0039  max mem: 5464
Epoch: [0]  [11620/29316]  eta: 1:04:44  lr: 0.005000  loss: 1.3762 (1.5545)  bbox_ctrness: 0.6324 (0.6422)  bbox_regression: 0.3071 (0.3649)  classification: 0.4200 (0.5474)  time: 0.2204  data: 0.0039  max mem: 5464
Epoch: [0]  [11640/29316]  eta: 1:04:40  lr: 0.005000  loss: 1.4466 (1.5543)  bbox_ctrness: 0.6407 (0.6422)  bbox_regression: 0.3474 (0.3648)  classification: 0.4666 (0.5473)  time: 0.2228  data: 0.0036  max mem: 5464
Epoch: [0]  [11660/29316]  eta: 1:04:35  lr: 0.005000  loss: 1.3778 (1.5540)  bbox_ctrness: 0.6311 (0.6422)  bbox_regression: 0.3038 (0.3647)  classification: 0.4141 (0.5471)  time: 0.2168  data: 0.0036  max mem: 5464
Epoch: [0]  [11680/29316]  eta: 1:04:31  lr: 0.005000  loss: 1.3941 (1.5538)  bbox_ctrness: 0.6336 (0.6421)  bbox_regression: 0.3089 (0.3647)  classification: 0.4531 (0.5470)  time: 0.2203  data: 0.0036  max mem: 5464
Epoch: [0]  [11700/29316]  eta: 1:04:27  lr: 0.005000  loss: 1.4034 (1.5536)  bbox_ctrness: 0.6377 (0.6421)  bbox_regression: 0.3263 (0.3646)  classification: 0.4349 (0.5468)  time: 0.2195  data: 0.0038  max mem: 5464
Epoch: [0]  [11720/29316]  eta: 1:04:22  lr: 0.005000  loss: 1.4136 (1.5533)  bbox_ctrness: 0.6335 (0.6421)  bbox_regression: 0.3009 (0.3645)  classification: 0.4530 (0.5467)  time: 0.2203  data: 0.0037  max mem: 5464
Epoch: [0]  [11740/29316]  eta: 1:04:18  lr: 0.005000  loss: 1.3977 (1.5530)  bbox_ctrness: 0.6293 (0.6421)  bbox_regression: 0.3091 (0.3644)  classification: 0.4734 (0.5465)  time: 0.2200  data: 0.0039  max mem: 5464
Epoch: [0]  [11760/29316]  eta: 1:04:14  lr: 0.005000  loss: 1.3929 (1.5528)  bbox_ctrness: 0.6323 (0.6421)  bbox_regression: 0.2902 (0.3643)  classification: 0.4517 (0.5464)  time: 0.2234  data: 0.0036  max mem: 5464
Epoch: [0]  [11780/29316]  eta: 1:04:09  lr: 0.005000  loss: 1.3924 (1.5525)  bbox_ctrness: 0.6380 (0.6421)  bbox_regression: 0.3198 (0.3642)  classification: 0.4151 (0.5462)  time: 0.2231  data: 0.0037  max mem: 5464
Epoch: [0]  [11800/29316]  eta: 1:04:05  lr: 0.005000  loss: 1.3613 (1.5522)  bbox_ctrness: 0.6361 (0.6421)  bbox_regression: 0.2931 (0.3641)  classification: 0.4298 (0.5460)  time: 0.2179  data: 0.0035  max mem: 5464
Epoch: [0]  [11820/29316]  eta: 1:04:00  lr: 0.005000  loss: 1.3331 (1.5518)  bbox_ctrness: 0.6340 (0.6420)  bbox_regression: 0.2997 (0.3640)  classification: 0.4041 (0.5457)  time: 0.2174  data: 0.0033  max mem: 5464
Epoch: [0]  [11840/29316]  eta: 1:03:56  lr: 0.005000  loss: 1.3536 (1.5515)  bbox_ctrness: 0.6314 (0.6420)  bbox_regression: 0.2952 (0.3639)  classification: 0.4390 (0.5456)  time: 0.2157  data: 0.0034  max mem: 5464
